src,dst,edge_type
TOOL:daily::make_video_call,TOOL:daily::recording_audio,tool_to_tool
TOOL:daily::make_video_call,TOOL:daily::play_movie_by_title,tool_to_tool
TOOL:daily::make_video_call,TOOL:multimedia::Text-to-Audio,tool_to_tool
TOOL:daily::make_video_call,TOOL:daily::play_music_by_title,tool_to_tool
TOOL:daily::make_voice_call,TOOL:daily::make_video_call,tool_to_tool
TOOL:daily::make_voice_call,TOOL:daily::send_sms,tool_to_tool
TOOL:daily::make_voice_call,TOOL:huggingface::Conversational,tool_to_tool
TOOL:daily::make_voice_call,TOOL:multimedia::Text-to-Audio,tool_to_tool
TOOL:daily::make_voice_call,TOOL:daily::daily_bill_payment,tool_to_tool
TOOL:daily::make_voice_call,TOOL:huggingface::Text-to-Speech,tool_to_tool
TOOL:daily::make_voice_call,TOOL:daily::set_alarm,tool_to_tool
TOOL:daily::make_voice_call,TOOL:daily::play_music_by_title,tool_to_tool
TOOL:daily::make_voice_call,TOOL:daily::recording_audio,tool_to_tool
TOOL:daily::organize_meeting_online,TOOL:daily::attend_meeting_online,tool_to_tool
TOOL:daily::organize_meeting_online,TOOL:daily::get_news_for_topic,tool_to_tool
TOOL:daily::organize_meeting_online,TOOL:multimedia::Topic Generator,tool_to_tool
TOOL:daily::organize_meeting_online,TOOL:multimedia::Text Search,tool_to_tool
TOOL:daily::organize_meeting_online,TOOL:daily::book_hotel,tool_to_tool
TOOL:daily::organize_meeting_online,TOOL:daily::share_by_social_network,tool_to_tool
TOOL:daily::organize_meeting_online,TOOL:daily::online_banking,tool_to_tool
TOOL:daily::organize_meeting_online,TOOL:daily::sell_item_online,tool_to_tool
TOOL:daily::organize_meeting_online,TOOL:multimedia::Keyword Extractor,tool_to_tool
TOOL:daily::attend_meeting_online,TOOL:daily::organize_meeting_online,tool_to_tool
TOOL:daily::attend_meeting_online,TOOL:daily::get_news_for_topic,tool_to_tool
TOOL:daily::attend_meeting_online,TOOL:multimedia::Topic Generator,tool_to_tool
TOOL:daily::attend_meeting_online,TOOL:multimedia::Text Search,tool_to_tool
TOOL:daily::attend_meeting_online,TOOL:daily::book_hotel,tool_to_tool
TOOL:daily::attend_meeting_online,TOOL:daily::online_banking,tool_to_tool
TOOL:daily::attend_meeting_online,TOOL:daily::enroll_in_course,tool_to_tool
TOOL:daily::attend_meeting_online,TOOL:daily::sell_item_online,tool_to_tool
TOOL:daily::attend_meeting_online,TOOL:daily::send_email,tool_to_tool
TOOL:daily::software_management,TOOL:daily::auto_housework_by_robot,tool_to_tool
TOOL:daily::software_management,TOOL:daily::stock_operation,tool_to_tool
TOOL:daily::software_management,TOOL:daily::enroll_in_course,tool_to_tool
TOOL:daily::software_management,TOOL:daily::deliver_package,tool_to_tool
TOOL:daily::software_management,TOOL:multimedia::Text-to-Video,tool_to_tool
TOOL:daily::software_management,TOOL:multimedia::Text-to-Audio,tool_to_tool
TOOL:daily::software_management,TOOL:daily::play_movie_by_title,tool_to_tool
TOOL:daily::software_management,TOOL:multimedia::Text-to-Image,tool_to_tool
TOOL:daily::software_management,TOOL:multimedia::Topic Generator,tool_to_tool
TOOL:daily::print_document,TOOL:daily::daily_bill_payment,tool_to_tool
TOOL:daily::print_document,TOOL:daily::borrow_book_online,tool_to_tool
TOOL:daily::print_document,TOOL:multimedia::URL Extractor,tool_to_tool
TOOL:daily::print_document,TOOL:multimedia::Text-to-Image,tool_to_tool
TOOL:daily::print_document,TOOL:daily::get_news_for_topic,tool_to_tool
TOOL:daily::print_document,TOOL:multimedia::Text-to-Audio,tool_to_tool
TOOL:daily::print_document,TOOL:daily::deliver_package,tool_to_tool
TOOL:daily::print_document,TOOL:multimedia::Topic Generator,tool_to_tool
TOOL:daily::print_document,TOOL:multimedia::Text Translator,tool_to_tool
TOOL:daily::set_alarm,TOOL:daily::book_flight,tool_to_tool
TOOL:daily::set_alarm,TOOL:daily::book_hotel,tool_to_tool
TOOL:daily::set_alarm,TOOL:daily::book_restaurant,tool_to_tool
TOOL:daily::set_alarm,TOOL:daily::auto_housework_by_robot,tool_to_tool
TOOL:daily::set_alarm,TOOL:daily::make_voice_call,tool_to_tool
TOOL:daily::set_alarm,TOOL:daily::send_email,tool_to_tool
TOOL:daily::set_alarm,TOOL:daily::book_car,tool_to_tool
TOOL:daily::set_alarm,TOOL:daily::software_management,tool_to_tool
TOOL:daily::set_alarm,TOOL:daily::send_sms,tool_to_tool
TOOL:huggingface::Token Classification,TOOL:multimedia::Text Sentiment Analysis,tool_to_tool
TOOL:huggingface::Token Classification,TOOL:multimedia::Keyword Extractor,tool_to_tool
TOOL:huggingface::Token Classification,TOOL:multimedia::Text Search,tool_to_tool
TOOL:huggingface::Token Classification,TOOL:huggingface::Text-to-Speech,tool_to_tool
TOOL:huggingface::Token Classification,TOOL:huggingface::Text Generation,tool_to_tool
TOOL:huggingface::Token Classification,TOOL:multimedia::Text-to-Image,tool_to_tool
TOOL:huggingface::Token Classification,TOOL:multimedia::Text Expander,tool_to_tool
TOOL:huggingface::Token Classification,TOOL:multimedia::Topic Generator,tool_to_tool
TOOL:huggingface::Token Classification,TOOL:huggingface::Text-to-Image,tool_to_tool
TOOL:huggingface::Translation,TOOL:multimedia::Text Translator,tool_to_tool
TOOL:huggingface::Translation,TOOL:huggingface::Text Generation,tool_to_tool
TOOL:huggingface::Translation,TOOL:multimedia::Text Paraphraser,tool_to_tool
TOOL:huggingface::Translation,TOOL:huggingface::Summarization,tool_to_tool
TOOL:huggingface::Translation,TOOL:huggingface::Text-to-Speech,tool_to_tool
TOOL:huggingface::Translation,TOOL:multimedia::Text Simplifier,tool_to_tool
TOOL:huggingface::Translation,TOOL:multimedia::Text Expander,tool_to_tool
TOOL:huggingface::Translation,TOOL:multimedia::Text Summarizer,tool_to_tool
TOOL:huggingface::Translation,TOOL:multimedia::Text Grammar Checker,tool_to_tool
TOOL:huggingface::Summarization,TOOL:multimedia::Text Summarizer,tool_to_tool
TOOL:huggingface::Summarization,TOOL:huggingface::Text Generation,tool_to_tool
TOOL:huggingface::Summarization,TOOL:multimedia::Text Expander,tool_to_tool
TOOL:huggingface::Summarization,TOOL:huggingface::Translation,tool_to_tool
TOOL:huggingface::Summarization,TOOL:multimedia::Keyword Extractor,tool_to_tool
TOOL:huggingface::Summarization,TOOL:multimedia::Topic Generator,tool_to_tool
TOOL:huggingface::Summarization,TOOL:multimedia::Text Simplifier,tool_to_tool
TOOL:huggingface::Summarization,TOOL:multimedia::Text-to-Image,tool_to_tool
TOOL:huggingface::Summarization,TOOL:multimedia::Text-to-Audio,tool_to_tool
TOOL:huggingface::Question Answering,TOOL:huggingface::Conversational,tool_to_tool
TOOL:huggingface::Question Answering,TOOL:huggingface::Text Generation,tool_to_tool
TOOL:huggingface::Question Answering,TOOL:huggingface::Summarization,tool_to_tool
TOOL:huggingface::Question Answering,TOOL:multimedia::Topic Generator,tool_to_tool
TOOL:huggingface::Question Answering,TOOL:multimedia::Text Search,tool_to_tool
TOOL:huggingface::Question Answering,TOOL:huggingface::Text-to-Image,tool_to_tool
TOOL:huggingface::Question Answering,TOOL:huggingface::Text-to-Video,tool_to_tool
TOOL:huggingface::Question Answering,TOOL:multimedia::Text Expander,tool_to_tool
TOOL:huggingface::Question Answering,TOOL:multimedia::Keyword Extractor,tool_to_tool
TOOL:huggingface::Question Answering,TOOL:multimedia::Text-to-Image,tool_to_tool
TOOL:huggingface::Conversational,TOOL:huggingface::Text Generation,tool_to_tool
TOOL:huggingface::Conversational,TOOL:huggingface::Text-to-Speech,tool_to_tool
TOOL:huggingface::Conversational,TOOL:huggingface::Text-to-Video,tool_to_tool
TOOL:huggingface::Conversational,TOOL:huggingface::Text-to-Image,tool_to_tool
TOOL:huggingface::Conversational,TOOL:multimedia::Text-to-Audio,tool_to_tool
TOOL:huggingface::Conversational,TOOL:multimedia::Text-to-Video,tool_to_tool
TOOL:huggingface::Conversational,TOOL:multimedia::Text-to-Image,tool_to_tool
TOOL:huggingface::Conversational,TOOL:multimedia::Topic Generator,tool_to_tool
TOOL:huggingface::Conversational,TOOL:daily::make_voice_call,tool_to_tool
TOOL:huggingface::Text Generation,TOOL:huggingface::Text-to-Video,tool_to_tool
TOOL:huggingface::Text Generation,TOOL:multimedia::Text-to-Image,tool_to_tool
TOOL:huggingface::Text Generation,TOOL:huggingface::Text-to-Image,tool_to_tool
TOOL:huggingface::Text Generation,TOOL:huggingface::Summarization,tool_to_tool
TOOL:huggingface::Text Generation,TOOL:multimedia::Text-to-Video,tool_to_tool
TOOL:huggingface::Text Generation,TOOL:multimedia::Text Expander,tool_to_tool
TOOL:huggingface::Text Generation,TOOL:huggingface::Text-to-Speech,tool_to_tool
TOOL:huggingface::Text Generation,TOOL:multimedia::Topic Generator,tool_to_tool
TOOL:huggingface::Text Generation,TOOL:multimedia::Text-to-Audio,tool_to_tool
TOOL:huggingface::Sentence Similarity,TOOL:multimedia::Text Summarizer,tool_to_tool
TOOL:huggingface::Sentence Similarity,TOOL:multimedia::Text Sentiment Analysis,tool_to_tool
TOOL:huggingface::Sentence Similarity,TOOL:multimedia::Keyword Extractor,tool_to_tool
TOOL:huggingface::Sentence Similarity,TOOL:multimedia::Text Search,tool_to_tool
TOOL:huggingface::Sentence Similarity,TOOL:huggingface::Translation,tool_to_tool
TOOL:huggingface::Sentence Similarity,TOOL:huggingface::Summarization,tool_to_tool
TOOL:huggingface::Sentence Similarity,TOOL:huggingface::Token Classification,tool_to_tool
TOOL:huggingface::Sentence Similarity,TOOL:multimedia::Text Expander,tool_to_tool
TOOL:huggingface::Sentence Similarity,TOOL:multimedia::Topic Generator,tool_to_tool
TOOL:huggingface::Sentence Similarity,TOOL:multimedia::Text Paraphraser,tool_to_tool
TOOL:huggingface::Tabular Classification,TOOL:huggingface::Token Classification,tool_to_tool
TOOL:huggingface::Tabular Classification,TOOL:huggingface::Text-to-Image,tool_to_tool
TOOL:huggingface::Tabular Classification,TOOL:multimedia::Image Search,tool_to_tool
TOOL:huggingface::Tabular Classification,TOOL:multimedia::Text-to-Image,tool_to_tool
TOOL:huggingface::Tabular Classification,TOOL:huggingface::Text-to-Video,tool_to_tool
TOOL:huggingface::Tabular Classification,TOOL:multimedia::Text Search,tool_to_tool
TOOL:huggingface::Tabular Classification,TOOL:multimedia::Text-to-Video,tool_to_tool
TOOL:huggingface::Tabular Classification,TOOL:multimedia::Video Search,tool_to_tool
TOOL:huggingface::Tabular Classification,TOOL:huggingface::Summarization,tool_to_tool
TOOL:huggingface::Tabular Classification,TOOL:multimedia::Text Sentiment Analysis,tool_to_tool
TOOL:huggingface::Object Detection,TOOL:huggingface::Text-to-Image,tool_to_tool
TOOL:huggingface::Object Detection,TOOL:huggingface::Text-to-Video,tool_to_tool
TOOL:huggingface::Object Detection,TOOL:huggingface::Token Classification,tool_to_tool
TOOL:huggingface::Object Detection,TOOL:multimedia::Image Search,tool_to_tool
TOOL:huggingface::Object Detection,TOOL:multimedia::Text-to-Image,tool_to_tool
TOOL:huggingface::Object Detection,TOOL:huggingface::Conversational,tool_to_tool
TOOL:huggingface::Object Detection,TOOL:multimedia::Topic Generator,tool_to_tool
TOOL:huggingface::Object Detection,TOOL:multimedia::Text-to-Video,tool_to_tool
TOOL:huggingface::Object Detection,TOOL:huggingface::Summarization,tool_to_tool
TOOL:huggingface::Object Detection,TOOL:multimedia::Video Search,tool_to_tool
TOOL:huggingface::Image Classification,TOOL:huggingface::Text-to-Image,tool_to_tool
TOOL:huggingface::Image Classification,TOOL:huggingface::Token Classification,tool_to_tool
TOOL:huggingface::Image Classification,TOOL:multimedia::Text-to-Image,tool_to_tool
TOOL:huggingface::Image Classification,TOOL:multimedia::Image Search,tool_to_tool
TOOL:huggingface::Image Classification,TOOL:huggingface::Text-to-Video,tool_to_tool
TOOL:huggingface::Image Classification,TOOL:multimedia::Text-to-Video,tool_to_tool
TOOL:huggingface::Image Classification,TOOL:huggingface::Conversational,tool_to_tool
TOOL:huggingface::Image Classification,TOOL:multimedia::Video Search,tool_to_tool
TOOL:huggingface::Image Classification,TOOL:multimedia::Topic Generator,tool_to_tool
TOOL:huggingface::Image Classification,TOOL:huggingface::Summarization,tool_to_tool
TOOL:huggingface::Image-to-Image,TOOL:huggingface::Image-to-Text,tool_to_tool
TOOL:huggingface::Image-to-Image,TOOL:huggingface::Image Classification,tool_to_tool
TOOL:huggingface::Image-to-Image,TOOL:multimedia::Image Search (by Image),tool_to_tool
TOOL:huggingface::Image-to-Image,TOOL:huggingface::Image Segmentation,tool_to_tool
TOOL:huggingface::Image-to-Image,TOOL:huggingface::Object Detection,tool_to_tool
TOOL:huggingface::Image-to-Image,TOOL:multimedia::Image Colorizer,tool_to_tool
TOOL:huggingface::Image-to-Image,TOOL:huggingface::Depth Estimation,tool_to_tool
TOOL:huggingface::Image-to-Image,TOOL:huggingface::Tabular Classification,tool_to_tool
TOOL:huggingface::Image-to-Image,TOOL:multimedia::Image-to-Text,tool_to_tool
TOOL:huggingface::Image-to-Text,TOOL:huggingface::Text-to-Image,tool_to_tool
TOOL:huggingface::Image-to-Text,TOOL:multimedia::Text-to-Image,tool_to_tool
TOOL:huggingface::Image-to-Text,TOOL:huggingface::Text-to-Video,tool_to_tool
TOOL:huggingface::Image-to-Text,TOOL:huggingface::Text-to-Speech,tool_to_tool
TOOL:huggingface::Image-to-Text,TOOL:huggingface::Text Generation,tool_to_tool
TOOL:huggingface::Image-to-Text,TOOL:multimedia::Text-to-Video,tool_to_tool
TOOL:huggingface::Image-to-Text,TOOL:multimedia::Image Search,tool_to_tool
TOOL:huggingface::Image-to-Text,TOOL:huggingface::Token Classification,tool_to_tool
TOOL:huggingface::Image-to-Text,TOOL:huggingface::Summarization,tool_to_tool
TOOL:huggingface::Image-to-Text,TOOL:multimedia::Text-to-Audio,tool_to_tool
TOOL:huggingface::Text-to-Image,TOOL:huggingface::Image-to-Text,tool_to_tool
TOOL:huggingface::Text-to-Image,TOOL:multimedia::Image Search (by Image),tool_to_tool
TOOL:huggingface::Text-to-Image,TOOL:huggingface::Object Detection,tool_to_tool
TOOL:huggingface::Text-to-Image,TOOL:huggingface::Image-to-Image,tool_to_tool
TOOL:huggingface::Text-to-Image,TOOL:multimedia::Image-to-Text,tool_to_tool
TOOL:huggingface::Text-to-Image,TOOL:multimedia::Image Colorizer,tool_to_tool
TOOL:huggingface::Text-to-Image,TOOL:huggingface::Image Classification,tool_to_tool
TOOL:huggingface::Text-to-Image,TOOL:huggingface::Image Segmentation,tool_to_tool
TOOL:huggingface::Text-to-Image,TOOL:huggingface::Tabular Classification,tool_to_tool
TOOL:huggingface::Text-to-Image,TOOL:huggingface::Depth Estimation,tool_to_tool
TOOL:huggingface::Text-to-Video,TOOL:multimedia::Video-to-Text,tool_to_tool
TOOL:huggingface::Text-to-Video,TOOL:multimedia::Video Stabilizer,tool_to_tool
TOOL:huggingface::Text-to-Video,TOOL:multimedia::Video-to-Audio,tool_to_tool
TOOL:huggingface::Text-to-Video,TOOL:multimedia::Video-to-Image,tool_to_tool
TOOL:huggingface::Visual Question Answering,TOOL:huggingface::Text-to-Image,tool_to_tool
TOOL:huggingface::Visual Question Answering,TOOL:multimedia::Text-to-Image,tool_to_tool
TOOL:huggingface::Visual Question Answering,TOOL:multimedia::Image Search,tool_to_tool
TOOL:huggingface::Visual Question Answering,TOOL:huggingface::Text-to-Video,tool_to_tool
TOOL:huggingface::Visual Question Answering,TOOL:multimedia::Text-to-Video,tool_to_tool
TOOL:huggingface::Visual Question Answering,TOOL:huggingface::Conversational,tool_to_tool
TOOL:huggingface::Visual Question Answering,TOOL:multimedia::Topic Generator,tool_to_tool
TOOL:huggingface::Visual Question Answering,TOOL:multimedia::Text Expander,tool_to_tool
TOOL:huggingface::Visual Question Answering,TOOL:multimedia::Video Search,tool_to_tool
TOOL:huggingface::Visual Question Answering,TOOL:huggingface::Translation,tool_to_tool
TOOL:huggingface::Document Question Answering,TOOL:huggingface::Text-to-Image,tool_to_tool
TOOL:huggingface::Document Question Answering,TOOL:huggingface::Conversational,tool_to_tool
TOOL:huggingface::Document Question Answering,TOOL:multimedia::Text-to-Image,tool_to_tool
TOOL:huggingface::Document Question Answering,TOOL:huggingface::Text Generation,tool_to_tool
TOOL:huggingface::Document Question Answering,TOOL:huggingface::Text-to-Video,tool_to_tool
TOOL:huggingface::Document Question Answering,TOOL:multimedia::Image Search,tool_to_tool
TOOL:huggingface::Document Question Answering,TOOL:huggingface::Summarization,tool_to_tool
TOOL:huggingface::Document Question Answering,TOOL:multimedia::Topic Generator,tool_to_tool
TOOL:huggingface::Document Question Answering,TOOL:multimedia::Text-to-Video,tool_to_tool
TOOL:huggingface::Document Question Answering,TOOL:daily::print_document,tool_to_tool
TOOL:huggingface::Image Segmentation,TOOL:huggingface::Object Detection,tool_to_tool
TOOL:huggingface::Image Segmentation,TOOL:huggingface::Image-to-Image,tool_to_tool
TOOL:huggingface::Image Segmentation,TOOL:huggingface::Image Classification,tool_to_tool
TOOL:huggingface::Image Segmentation,TOOL:multimedia::Image Search (by Image),tool_to_tool
TOOL:huggingface::Image Segmentation,TOOL:huggingface::Image-to-Text,tool_to_tool
TOOL:huggingface::Image Segmentation,TOOL:huggingface::Depth Estimation,tool_to_tool
TOOL:huggingface::Image Segmentation,TOOL:huggingface::Tabular Classification,tool_to_tool
TOOL:huggingface::Image Segmentation,TOOL:multimedia::Image-to-Text,tool_to_tool
TOOL:huggingface::Image Segmentation,TOOL:multimedia::Image Colorizer,tool_to_tool
TOOL:huggingface::Depth Estimation,TOOL:huggingface::Object Detection,tool_to_tool
TOOL:huggingface::Depth Estimation,TOOL:huggingface::Image Classification,tool_to_tool
TOOL:huggingface::Depth Estimation,TOOL:huggingface::Image-to-Image,tool_to_tool
TOOL:huggingface::Depth Estimation,TOOL:huggingface::Image Segmentation,tool_to_tool
TOOL:huggingface::Depth Estimation,TOOL:multimedia::Image Search (by Image),tool_to_tool
TOOL:huggingface::Depth Estimation,TOOL:huggingface::Image-to-Text,tool_to_tool
TOOL:huggingface::Depth Estimation,TOOL:multimedia::Image Colorizer,tool_to_tool
TOOL:huggingface::Depth Estimation,TOOL:huggingface::Tabular Classification,tool_to_tool
TOOL:huggingface::Depth Estimation,TOOL:multimedia::Image-to-Text,tool_to_tool
TOOL:huggingface::Text-to-Speech,TOOL:multimedia::Audio-to-Text,tool_to_tool
TOOL:huggingface::Text-to-Speech,TOOL:huggingface::Automatic Speech Recognition,tool_to_tool
TOOL:huggingface::Text-to-Speech,TOOL:huggingface::Audio-to-Audio,tool_to_tool
TOOL:huggingface::Text-to-Speech,TOOL:multimedia::Audio-to-Image,tool_to_tool
TOOL:huggingface::Text-to-Speech,TOOL:huggingface::Audio Classification,tool_to_tool
TOOL:huggingface::Text-to-Speech,TOOL:multimedia::Audio Noise Reduction,tool_to_tool
TOOL:huggingface::Automatic Speech Recognition,TOOL:huggingface::Text-to-Speech,tool_to_tool
TOOL:huggingface::Automatic Speech Recognition,TOOL:multimedia::Text-to-Audio,tool_to_tool
TOOL:huggingface::Automatic Speech Recognition,TOOL:huggingface::Token Classification,tool_to_tool
TOOL:huggingface::Automatic Speech Recognition,TOOL:huggingface::Translation,tool_to_tool
TOOL:huggingface::Automatic Speech Recognition,TOOL:huggingface::Conversational,tool_to_tool
TOOL:huggingface::Automatic Speech Recognition,TOOL:huggingface::Text-to-Video,tool_to_tool
TOOL:huggingface::Automatic Speech Recognition,TOOL:huggingface::Text-to-Image,tool_to_tool
TOOL:huggingface::Automatic Speech Recognition,TOOL:multimedia::Text-to-Video,tool_to_tool
TOOL:huggingface::Automatic Speech Recognition,TOOL:daily::recording_audio,tool_to_tool
TOOL:huggingface::Automatic Speech Recognition,TOOL:multimedia::Text Translator,tool_to_tool
TOOL:huggingface::Audio-to-Audio,TOOL:huggingface::Audio Classification,tool_to_tool
TOOL:huggingface::Audio-to-Audio,TOOL:multimedia::Audio-to-Image,tool_to_tool
TOOL:huggingface::Audio-to-Audio,TOOL:multimedia::Audio-to-Text,tool_to_tool
TOOL:huggingface::Audio-to-Audio,TOOL:multimedia::Audio Noise Reduction,tool_to_tool
TOOL:huggingface::Audio-to-Audio,TOOL:huggingface::Automatic Speech Recognition,tool_to_tool
TOOL:huggingface::Audio Classification,TOOL:multimedia::Text-to-Audio,tool_to_tool
TOOL:huggingface::Audio Classification,TOOL:daily::recording_audio,tool_to_tool
TOOL:huggingface::Audio Classification,TOOL:huggingface::Token Classification,tool_to_tool
TOOL:huggingface::Audio Classification,TOOL:huggingface::Text-to-Speech,tool_to_tool
TOOL:huggingface::Audio Classification,TOOL:huggingface::Text-to-Video,tool_to_tool
TOOL:huggingface::Audio Classification,TOOL:huggingface::Conversational,tool_to_tool
TOOL:huggingface::Audio Classification,TOOL:multimedia::Text-to-Video,tool_to_tool
TOOL:huggingface::Audio Classification,TOOL:multimedia::Text Sentiment Analysis,tool_to_tool
TOOL:huggingface::Audio Classification,TOOL:multimedia::Topic Generator,tool_to_tool
TOOL:huggingface::Audio Classification,TOOL:daily::play_music_by_title,tool_to_tool
TOOL:huggingface::Image Editing,TOOL:huggingface::Image-to-Image,tool_to_tool
TOOL:huggingface::Image Editing,TOOL:huggingface::Image-to-Text,tool_to_tool
TOOL:huggingface::Image Editing,TOOL:multimedia::Image Colorizer,tool_to_tool
TOOL:huggingface::Image Editing,TOOL:multimedia::Image Search (by Image),tool_to_tool
TOOL:huggingface::Image Editing,TOOL:huggingface::Image Classification,tool_to_tool
TOOL:huggingface::Image Editing,TOOL:huggingface::Image Segmentation,tool_to_tool
TOOL:huggingface::Image Editing,TOOL:multimedia::Image-to-Text,tool_to_tool
TOOL:huggingface::Image Editing,TOOL:huggingface::Object Detection,tool_to_tool
TOOL:huggingface::Image Editing,TOOL:huggingface::Tabular Classification,tool_to_tool
TOOL:huggingface::Image Editing,TOOL:huggingface::Depth Estimation,tool_to_tool
